Abstract,DOI,link,Topic
"Objective:
        
      
      To evaluate the pharmacoeconomic benefits of treating depression and compare the available therapies by reviewing the current literature on economic analyses of depression.
    


          Data sources:
        
      
      A MEDLINE search (January 1966-June 1998) of English-language literature relating to economic analyses of depression was conducted. Key search terms included depression, antidepressant, economics, pharmacoeconomics, outcomes, and costs. Additional literature was collected from reference lists of articles found through the MEDLINE search.
    


          Study selection and data extraction:
        
      
      A MEDLINE search was performed using the above key words. Search and evaluation were limited to pharmacoeconomic evaluations of major depressive disorder. All available studies were considered for inclusion in the review.
    


          Data synthesis:
        
      
      The advent of newer, brand-name antidepressants as well as increased concern regarding healthcare costs has raised interest in the costs associated with treating depression. Although the selective serotonin-reuptake inhibitors (SSRIs) and other newer antidepressants have higher acquisition costs, both modeling and naturalistic studies have shown that the total cost of treating depression is no higher with SSRIs than with the tricyclic antidepressants. These differences are primarily due to increased patient adherence with the newer agents and lower costs secondary to physician visits, laboratory monitoring, and hospitalization.
    


          Conclusions:
        
      
      The economic aspects of treating depression are becoming more frequently evaluated as newer antidepressant medications become available and as healthcare entities attempt to address increasing costs. In general, most pharmacoeconomic research on depression has been conducted on one of the SSRIs in comparison with various tricyclic antidepressants. These studies frequently use simulation techniques and rely heavily on data from clinical trials. Few studies have compared the newer antidepressants, and no clear evidence exists that any one of these agents is more cost-effective than others. Even fewer studies have addressed the pharmacoeconomics of medication management of depression in various healthcare environments (e.g., public mental health care vs. private psychiatry vs. primary care).",https://doi.org/10.1345/aph.17379,https://pubmed.ncbi.nlm.nih.gov/10200863/,economics
"Since the 1980s welfare state protections have been blamed for a host of economic problems. In the United States, conservatives have always disliked Social Security but could not effectively attack this popular program until the 1980s, when they devised a new tactic--warning young people that they would never get their ""money's worth"" from Social Security, which is on the brink of ""bankruptcy."" The political climate, dominated by a drive to cut back ""big government,"" also became favorable for attempts to destabilize Social Security politically. Thus, negative images of Social Security have been forced onto the public agenda, and economists who consider themselves ""liberal"" have uncritically accepted this new set of political ""givens."" It is an example of how they address ""crises"" as separable issues tied to no particular social context.",https://doi.org/10.2190/1uf9-t8qc-3g3x-9ku0,https://pubmed.ncbi.nlm.nih.gov/9285273/,economics
"""Migration has important implications for the financial soundness of the pension system.... While it is common sense to expect that young migrants, even if low-skilled, can help society pay the benefits to the currently elderly, it may nevertheless be reasonable to argue that these migrants would adversely affect current young since, after all, the migrants are net beneficiaries of the welfare state. In contrast to the adverse effects of low skilled migration in a static model, [the authors] show that in a Samuelsonian overlapping generations model...migration is a Pareto-improving measure. All the existing income (low and high) and age (young and old) groups living at the time of the migrant's arrival would be better off.""",https://doi.org/10.3386/w6778,https://pubmed.ncbi.nlm.nih.gov/12179493/,economics
"In current literature, displaced services have been suggested to provide a basis for determining a threshold value for the effects of a new technology as part of a reimbursement process when budgets are fixed. We critically examine the conditions under which displaced services would represent an economically meaningful threshold value. We first show that if we assume that the least cost-effective services are displaced to finance a new technology, then the incremental cost-effectiveness ratio (ICER) of the displaced services (d) only coincides with that related to the opportunity cost of adopting that new technology, the ICER of the most cost-effective service in expansion (n), under highly restrictive conditions-namely, complete allocative efficiency in existing provision of health care interventions. More generally, reimbursement of new technology with a fixed budget comprises two actions; adoption and financing through displacement and the effect of reimbursement is the net effect of these two actions. In order for the reimbursement process to be a pathway to allocative efficiency within a fixed budget, the net effect of the strategy of reimbursement is compared with the most cost-effective alternative strategy for reimbursement: optimal reallocation, the health gain maximizing expansion of existing services financed by the health loss minimizing contraction. The shadow price of the health effects of a new technology, βc = (1/n + 1/d - 1/m)(-1), accounts for both imperfect displacement (the ICER of the displaced service, d < m, the ICER of the least cost-effective of the existing services in contraction) and the allocative inefficiency (n < m) characteristic of health systems.",https://doi.org/10.1007/s40273-014-0140-3,https://pubmed.ncbi.nlm.nih.gov/24515251/,economics
"This paper examines the impact of coverage on demand for health insurance in the Medicare Advantage (MA) insurance market. Estimating the effects of coverage on demand poses a challenge for researchers who must consider both the hundreds of benefits that affect out-of-pocket costs (OOPC) to consumers, but also the endogeneity of coverage. These problems are addressed in a discrete choice demand model by employing a unique measure of OOPC that considers a consumer's expected payments for a fixed bundle of health services and applying instrumental variable techniques to address potential endogeneity bias. The results of the demand model show that OOPC have a significant effect on consumer surplus and that not instrumenting for OOPC results in a significant underestimate of the value of coverage.",https://doi.org/10.1016/j.jhealeco.2010.08.005,https://pubmed.ncbi.nlm.nih.gov/20851485/,economics
A key element in the success of organizations in the health sector is the maintenance of effective interorganizational linkages with interdependent organizations. A conceptual framework is posited of three general classes of mechanisms through which these linkages are managed.,https://doi.org/10.1097/00004010-199001510-00006,https://pubmed.ncbi.nlm.nih.gov/2406224/,economics
"The assessment of orthodontic provision is important to determine if treatment was necessary and undertaken appropriately. The ICON objectively quantifies orthodontic treatment need, complexity and outcome and is a valuable occlusal index in the assessment effectiveness of orthodontic care. It is possible to develop cost-effectiveness models by analysing the costs and effectiveness of orthodontic treatment. Several methods are illustrated to compare the orthodontic provision of specialist orthodontists.",https://doi.org/10.12968/denu.2004.31.3.146,https://pubmed.ncbi.nlm.nih.gov/15116485/,economics
"In a two-stage survey, a cross-section of Australians were questioned about the importance of costs in setting priorities in health care. Generally, respondents felt that it is unfair to discriminate against patients who happen to have a high cost illness and that costs should therefore not be a major factor in prioritising. The majority maintained this view even when confronted with its implications in terms of the total number of people who could be treated and their own chance of receiving treatment if they fall ill. Their position cannot be discarded as irrational, as it is consistent with a defensible view of utility. However, the results suggest that the concern with allocative efficiency, as usually envisaged by the economists, is not shared by the general public and that the cost-effectiveness approach to assigning priorities in health care may be imposing an excessively simple value system upon resource allocation decision-making.",https://doi.org/10.1016/0168-8510(95)00751-d,https://pubmed.ncbi.nlm.nih.gov/10153484/,economics
"This study aimed to examine the association between the payer mix and the financial performance of public and private hospitals in Lebanon. The sample comprised 24 hospitals, representing the variety of hospital characteristics in Lebanon. The distribution of the payer mix revealed that the main sources of revenue were public sources (61.1%), out-of-pocket (18.4%) and private insurance (18.2%). Increases in the percentage of revenue from public sources were associated with lower total costs and revenues, but not profit margins. An inverse association was noted between increased revenue from private insurance and profitability, attributed to increased costs. Increased percentage of out of- pocket payments was associated with lower costs and higher profitability. The study provides evidence that payer mix is associated with hospital costs, revenues and profitability. This should initiate/inform discussions between public and private payers and hospitals about the level of payment and its association with hospital sector financial viability.",https://doi.org/10.26719/2015.21.6.381,https://pubmed.ncbi.nlm.nih.gov/26369996/,economics
"Although heart failure disease management (HFDM) programs improve patient outcomes, the implementation of these programs has been limited because of financial barriers. We undertook the present study to understand the economic incentives and disincentives for adoption of disease management strategies from the perspectives of a physician (group), a hospital, an integrated health system, and a third-party payer. Using the combined results of a group of randomized controlled trials and a set of financial assumptions from a single academic medical center, a financial model was developed to compute the expected costs before and after the implementation of a HFDM program by 3 provider types (physicians, hospitals, and health systems), as well as the costs incurred from a payer perspective. The base-case model showed that implementation of HFDM results in a net financial loss to all potential providers of HFDM. Implementation of HFDM as described in our base-case analysis would create a net loss of US dollars 179,549 in the first year for a physician practice, US dollars 464,132 for an integrated health system, and US dollars 652,643 in the first year for a hospital. Third-party payers would be able to save US dollars 713,661 annually for the care of 350 patients with heart failure in a HFDM program. In conclusion, although HFDM programs may provide patients with improved clinical outcomes and decreased hospitalizations that save third-party payers money, limited financial incentives are currently in place for healthcare providers and hospitals to initiate these programs.",https://doi.org/10.1016/j.amjcard.2006.08.019,https://pubmed.ncbi.nlm.nih.gov/17223429/,economics
"This article uses data from the Health and Retirement Study for 1998-2010 to investigate whether households respond to the financial stress caused by health problems by increasing their unsecured debt. Results show both the probability of having unsecured debt and the amount of debt increase after an adverse health event among households with low financial assets, who are uninsured, or who have less generous health insurance. The effect of health problems on borrowing is caused by both medical expenditures and disruptions to the income stream. Unsecured debt seems to remain on some households' balance sheets for an extended period.",https://doi.org/10.1002/hec.2877,https://pubmed.ncbi.nlm.nih.gov/23070846/,economics
"Of the 72 clinical magnetic resonance imaging (MRI) installations operating in the United States in 1985, operations data were obtained from 47. The average annual technical operating cost of each unit is estimated at $841,500 when performing 2000 clinical procedures. Most costs are fixed and the annual cost varies slightly, between $800,000 and $882,000, with procedure volumes of 1000-3000 annually. The ""typical"" clinical MRI unit currently is examining 1500 patients and billing 1260 patients annually with a mean technical charge of $500. Of the procedures, 77% are neuroradiologic (head and spine). Radiologists are responsible for 93% of MRI procedures. The partial-pay/bad-debt revenue deduction is high (40%). With annual technical costs of about $820,000 and net technical revenues of $378,000, the typical unit is operating at an annual economic loss of about $440,000. An economic break-even point would be met with a charge of $1100 at the current procedure volume or a volume of 2700 procedures/year at the current charge. MRI units in outpatient locations study more patients, perform considerably more spinal examinations, and have higher charges. Compared with computed tomography at a comparable stage of development, MRI has less clinical demand, more outpatient locations, three to five times higher costs, and two-and-one-half times higher charges. To achieve economic viability with a technical charge of $500 or less, increased patient volume and third-party payer acceptance to reduce the partial-pay/bad-debt revenue factor will be required.",https://doi.org/10.2214/ajr.145.2.393,https://pubmed.ncbi.nlm.nih.gov/3875241/,economics
"The pressure on glaucoma services is ever-growing, and policymakers seek robust cost-effectiveness arguments in their decisions around resource allocation. The benefits of glaucoma are in preventing or delaying a future loss of vision and associated quality of life, and this expectation is quantified using a metric called utility which can be compared against other disease states. In recent clinical trials lasting up to 3 years, it has been difficult to show a difference in utility between glaucoma treatments in this limited period of time. When it comes to cost, the direct medical costs are only part of the broad range of costs that glaucoma brings to patients and communities, and the estimation of these costs can be difficult and imprecise. While the cost-effectiveness of glaucoma care, in general, is not in dispute, especially over longer time frames, the inability to measure changes in utility in shorter time frames impedes the uptake of innovations around the world. A number of approaches to improve the sensitivity and specificity of utility measurements are under investigation.",https://doi.org/10.1097/ijg.0000000000001462,https://pubmed.ncbi.nlm.nih.gov/32053550/,economics
"Degenerative cervical myelopathy (DCM) is the leading cause of spinal cord impairment worldwide. Surgical intervention has been demonstrated to be effective and is becoming standard of care. Spine surgery, however, is costly and value needs to be demonstrated. This review serves to summarize the key health economic concepts as they relate to the assessment of the value of surgery for DCM. This is followed by a discussion of current health economic research on DCM, which suggests that surgery is likely to be cost effective. The review concludes with a summary of future questions that remain unanswered, such as which patient subgroups derive the most value from surgery and which surgical approaches are the most cost effective.",https://doi.org/10.1016/j.nec.2017.09.013,https://pubmed.ncbi.nlm.nih.gov/29173430/,economics
"Background:
        
      
      The purpose of this study was to provide quantitative information on the economic, social and emotional burden borne by families of children with attention-deficit hyperactivity disorder (ADHD) and on the public healthcare costs of a child with ADHD in Flanders, Belgium, and to compare costs of ADHD children with those of siblings without the disorder.
    


          Methods:
        
      
      A pilot-tested questionnaire was sent to all members of the Flemish ADHD society in February 2003. Parents were asked to record utilisation of healthcare, social care and other non-medical resources for their ADHD child and his/her sibling. In addition, data were collected on ADHD severity (IOWA-Conners Rating Scale) and on the sociodemographic and economic characteristics of the parents. Parents' out-of-pocket and public annual costs were calculated using tariffs. These costs were corrected for several confounding variables using general linear model (GLM) estimates.
    


          Results:
        
      
      ADHD affects school results and parents' productivity and places a psychological and emotional burden on the family. Childhood ADHD also results in a significantly higher use of healthcare: ADHD children have a significantly higher probability of visiting a general practitioner (60.3% vs 37.4%) and a specialist (50.9% vs 12.9%); they also visit the emergency department significantly more often (26% vs 12.1%), and they are hospitalised significantly more often (14% vs 8.4%). Consequently, Flemish children with ADHD incur significantly higher medical costs than their siblings without the disorder. Even after correction for several covariates, these cost differences are still striking. In fact, compared with their sibling, the annual cost for an ADHD child is more than six times higher for the parent (Euro 588.3 vs Euro 91.5), and public costs are twice as high (Euro 779 vs Euro 371.3) [year of costing 2002].
    


          Conclusions:
        
      
      Childhood ADHD results in significantly higher use of healthcare and adversely affects academic achievements and parents' productivity.",https://doi.org/10.2165/00044011-200626020-00003,https://pubmed.ncbi.nlm.nih.gov/17163238/,economics
"This article reviews some of the salient features of the Belgian health care finance and delivery system. Special attention is paid to the role played by the third-party payers, i.e. the Health Insurance Associations (HIAs) in administering the compulsory national health insurance program. It is shown how, despite extensive government regulation, the markets for GP, specialist and hospital services exhibit fierce competition of the non-price variety. Next, the paper considers the three problems perceived to be the most pressing ones at present: (i) the problem of raising sufficient revenues to cover the public share of health expenditures; (ii) the (related) cost containment problem; and (iii) the problem of ensuring efficiency through appropriate incentive mechanisms. Finally, two recently proposed options for reform are discussed and complemented with a third proposal based on the ideas of regulated competition. It is concluded that strengthening the role of the third-party payers remains crucial in any attempt to reshape the system to make it efficient and affordable while keeping it equitable.",https://doi.org/10.1016/0277-9536(94)90242-9,https://pubmed.ncbi.nlm.nih.gov/7863360/,economics
"Purpose:
        
      
      The aims of the study are to make an inventory of fixtures of aseptic compounding structures, to compare, using real examples, the design and operating costs of controlled atmosphere area (CAA) with isolators and CAA with laminar flow biological safety cabinets (BSCs) in order to determine the most economical scheme in hospitals and to give a final facilities cost calculated for one workstation.
    


          Methods:
        
      
      Forty-three hospitals were interviewed (21 French and 22 from four European countries) over seven months. Hospital pharmacists completed a form with 390 items. Hospitals are compared according to their workstation type: BSCII or BSCIII (group B) and isolator (group I), using Mann and Whitney's statistical test and Monte-Carlo modeling.
    


          Results:
        
      
      Twenty-one hospitals responded (11 French and 10 from other European countries). All European compounding unit organizations are not significantly different. The study compared items such as infrastructure cost, equipment cost, staff cost, consumable cost, cleaning cost and control cost. A synthesis of all costs has been drafted to calculate an estimated preparation cost which seemed to be higher for group B than for group I when staff costs were included ($46 and $31, respectively, in study conditions).
    


          Conclusions:
        
      
      The different costs studied have revealed little significant difference between group B and I. The preparation cost in group B appears higher than in group I. This pilot study has resulted in the calculation of an estimated manufactured preparation cost but this work should be completed to help optimize resources and save money.",https://doi.org/10.1177/1078155214520820,https://pubmed.ncbi.nlm.nih.gov/24519187/,economics
"That ""more competition in healthcare primarily produces more needs-based equity, better quality, higher efficiency, reduced costs and less bureaucracy"" is a familiar claim. But is it correct? Three types of competition can be identified within a triangle: (1) competition among third-party-payers for insured individuals/customers, (2) competition among providers for patients, and (3) competition among third-party payers for contracts with providers--and vice versa. German and international evidence for these three types of competition demonstrates that many expectations--e.g., that patients can be steered based on quality information--are wishful thinking. Instead of market and competition, regulation is needed (e.g., in the form of an effective risk-based allocation mechanism) to ensure high-quality care for those 5% of the population incurring 50% of the healthcare expenditures (i.e., the seriously ill patients), while at the same time competition based on selective contracts does not pay off for the majority of the population due to high transaction costs.",https://doi.org/10.1016/j.zefq.2009.10.011,https://pubmed.ncbi.nlm.nih.gov/20120187/,economics
"Background:
        
      
      The economic implications of inpatient adverse events and rising healthcare costs have intensified interest in patient safety and the efficient delivery of products and services with cost-saving potential. New technologies may help in this regard but must be evaluated economically as well as clinically and should demonstrate cost-benefit for consideration by payers and providers. One such technology--an automated early-alert system for patient distress--has been developed. Performance data suggest clinical worthiness and warrant economic evaluation of the system.
    


          Scope:
        
      
      A hospital-perspective analysis was conducted with cost modeling and retrospective data to estimate the economic consequences of deleterious clinical events and the impact of the early-alert system when deployed during routine medical-surgical admissions. The principal outcome was expected per-patient direct costs associated with inpatients falls and cardiopulmonary arrests. Reduction of these clinical events through intelligent surveillance with the early-alert system suggested economic benefits that may offset the cost of the technology.
    


          Findings:
        
      
      The expected per-patient direct cost for inpatient falls and cardiopulmonary arrests was 191.73 dollars per hospitalization. Estimated economic benefits associated with early-alert surveillance supported a break-even cost of 14.59 dollars per day for the system.
    


          Conclusion:
        
      
      This study estimated the impact of the early-alert system on the deleterious clinical and economic consequences of inpatient falls and cardiopulmonary arrests on the medical-surgical ward as well as a break-even cost for the system. Results are limited by retrospective data and cost modeling. Ongoing clinical evaluation is required to quantify and compare more precisely the cost of care with and without the system in real-life clinical settings. In the interim, this study may provide some insight into the components and magnitude of the cost for the cited events and the potential benefits and detriments that offset or contribute to the cost of the early-alert system. Study results can be more accurately specified per hospital using institutional data as inputs in the model.",https://doi.org/10.1185/030079906x148382,https://pubmed.ncbi.nlm.nih.gov/17285737/,economics
It is well known that Sen's capability approach and preference utilitarianism have different distributional values. The purpose of this paper is to discuss how Sen's capability approach might be operationalised for allocation decisions and cost-effectiveness analysis in health care. The paper identifies several requirements for measuring health or well-being in line with the capability approach. Among them is the need for objective assessments of capabilities. This paper also shows that from the perspective of the capability approach a portion of productivity changes are irrelevant for allocation decisions.,https://doi.org/10.1055/s-0033-1355421,https://pubmed.ncbi.nlm.nih.gov/24165915/,economics
"Objective:
        
      
      This article explores key principles of comparative effectiveness analysis--in particular, how radiologic comparative and cost-effectiveness studies differ from other clinical trials. Exemplary studies are reviewed to show how comparative effectiveness has been implemented in radiology and how future studies might be conducted. Finally, the article closes with a discussion of several additional key themes relevant to quality and value in clinical radiology going forward.
    


          Conclusion:
        
      
      Comparative effectiveness is likely to require a paradigm shift in thinking within the discipline. For new radiologic applications to be accepted, we will need to show at least a significant change in treatment planning and at best a meaningful change in patient outcomes. This shift will require a forward-thinking approach to robust evidence generation for new imaging modalities or indications and the inclusion of other modes of value demonstration such as clinical decision support and intelligent data mining.",https://doi.org/10.2214/ajr.14.12887,https://pubmed.ncbi.nlm.nih.gov/25341130/,economics
"Objective:
        
      
      Theory and guidelines advocating the inclusion of informal care in economic evaluation have, in recent years, been accompanied by developments in the methods for capturing the costs and outcomes related to informal care. The objective of this study was to review applied economic evaluations to identify the methods used for, and implications of, including informal care in practice.
    


          Methods:
        
      
      Searches of key databases were conducted to identify all full economic evaluations incorporating costs or outcomes relating to informal care. Information was extracted by using a standard template from all studies meeting the inclusion criteria.
    


          Results:
        
      
      Thirty economic evaluations were identified that included informal care. Twenty-five of these studies costed carers' time input and 17 measured outcomes for carers. The reported cost-effectiveness of interventions was altered by including informal care, in some cases changing the key conclusions for health care funding.
    


          Conclusions:
        
      
      Theory and methods development around informal care are yet to significantly permeate the applied literature; however, the results suggest that some funding priorities may change if they were to do so. The development of 1) a reference case for including informal care; 2) sensitivity analysis for contentious issues; and 3) a statement for the reason for excluding informal care, if this is deemed appropriate, may help to improve the way that informal care is included in economic evaluations in the future.",https://doi.org/10.1016/j.jval.2012.05.009,https://pubmed.ncbi.nlm.nih.gov/22999150/,economics
"Developing or joining multispecialty group practices is emerging as a premier competitive strategy for physicians. ""Physicians and Group Practice: Balancing Autonomy with Market Reality"" explores the driving forces causing the restructure of physician services into multispecialty group practices. The growth and characteristics of group practices are outlined as well as the advantages and trade-offs inherent in a group practice.",https://doi.org/10.1097/00004479-199607000-00002,https://pubmed.ncbi.nlm.nih.gov/10158950/,economics
"Health is one of the fundamental human rights. Recognizing it as a right means that the State has an obligation to ensure a minimum level of opportunities is maintained, and to restore it when lost. This minimum level may not be covered in periods of economic crisis, such as the one we are currently experiencing.Managed care, focused on economic questions, emerged after the crisis of 1973 in order to help make clinical decisions based on economic factors. In practice, the result of managed care was to turn economic cost control into an end in itself while forgetting about equity; something for which it has been challenged from an ethical perspective. Since then, many authors have attempted to reconcile efficiency and equity in health management, but the debate remains open.In this article, and basing our approach on the theories of P. Ruger and Norman Daniels, we argue that shared health governance and accountability for reasonableness can offer significant ethical contributions in the process of achieving an efficient and fair health system. In the model we propose, citizens, professionals and health institutions all play an active role in capacity building in the field of health. These capacities are related to healthy lifestyles, accessible and transparent information, the promotion of self-care, the acquisition of knowledge, skills and appropriate attitudes, leadership based on values and co-responsibility to achieve set goals in a reasonable way. If we develop these capacities, we will have used the current economic crisis as an opportunity for improving ethical practice in the field of health.",https://doi.org/10.4321/s1135-57272013000200004,https://pubmed.ncbi.nlm.nih.gov/23775103/,economics
"Global travel and tourism have enjoyed a significant boost due to the progress in air transport. However, the debate on air transport and the influx of foreign investments and global energy demand on economic development remains questionable. Therefore, this study is an attempt to contribute to the body of knowledge in the energy-tourism-led growth hypothesis literature. For this purpose, a novel approach to the effects of international tourism on economic growth is introduced for the Next-5 largest economies, namely (China, India, Indonesia, Turkey and the USA) between 1990 and 2018. Empirical results reveal a positive connection between foreign direct investment and income levels, electricity production and income levels, as well as between urbanization and economic growth. Moreover, the validation of the environmental Kuznets curve and the halo effect of foreign direct investment on the environmental degradation process provides a shred of more substantial evidence and fitting environmental instruments for policymakers. The empirical results encourage sustainable economic growth in these countries, mainly through the attraction of clean and high-technology foreign investment, the increase of the share of renewable energy sources in the energy mix and the regulation in the tourism industry. The novel contribution of this study to the empirical literature is the unification in the same research of the TLGH and the EKC for the Next-5 largest economies, establishing recommendations for tourism, energy efficiency and environmental correction process.",https://doi.org/10.1007/s11356-021-16820-z,https://pubmed.ncbi.nlm.nih.gov/34652621/,economics
"This analysis of several previous studies of the cost of AIDS suggests that the lifetime cost of medical care per patient will not exceed +80,000, an amount similar to the cost of treating other serious illnesses. If current projections of future AIDS cases are accurate, the cumulative lifetime costs of 270,000 cases diagnosed between 1981 and the end of 1991 will not exceed +22 billion. This amount is small compared with total U.S. medical spending. The economic impact of AIDS on San Francisco, New York, and some other cities, however, is likely to be more serious. The AIDS epidemic will also highlight the financial problems of Americans who face large medical bills without adequate insurance.",https://doi.org/10.1126/science.3277273,https://pubmed.ncbi.nlm.nih.gov/3277273/,economics
"A variety of different key performance indicators, both for process and financial performance, are used to evaluate OR efficiency. Certain indicators like OR utilization and turnover times seem to become common standard in many hospitals to evaluate OR process performance. Despite the general use and availability of these indicators in OR management, the scientific evidence behind these data is relatively low. These process indicators are strongly influenced by artefacts and depend on planning process, resource allocation and documentation. Direct financial indicators become more important with increasing autonomy of OR management. Besides budgetary compliance the focus is set on the net results of internal transfer pricing systems. By taking part in an internal transfer pricing system, OR management develops from a mere passive cost center to an active shaper of perioperative processes. However, detailed knowledge of the origin of costs and pitfalls of internal transfer pricing systems is crucial. The increased transparency due to the free accessibility of diagnosis-related-groups (DRG) cost breakdown data can help to develop tools for economic analysis of OR efficiency.",https://doi.org/10.1007/s00101-006-1126-0,https://pubmed.ncbi.nlm.nih.gov/17333035/,economics
"This article analyses the impact of a potential deregulation Germany's pharmacy market by allowing foreign ownership of pharmacies and removing the limit of the number pharmacies that can be owned by a pharmacist. Based on a mathematical model and empirical values of foreign countries, scenarios for the German market are calculated and the impact on all participants of the health care system analysed. The key outcomes are:- A deregulation would enables the creation of pharmacy chains- In all simulated scenarios the total number of pharmacies would drastically grow- The increased pharmacy density improves patient centred drug care- The competition among pharmacies increases and leads to the closure of many independently owned and operated pharmacies.",https://doi.org/10.1055/s-0032-1332924,https://pubmed.ncbi.nlm.nih.gov/23423941/,economics
"The utilization of health care services has undergone several important shifts in recent years that have implications for the cost of medical care. We empirically document the presence of these shifts for a broad list of medical conditions and assess the implications for price indexes. Following the earlier literature, we compare the growth of two price measures: one that tracks expenditures for the services actually provided to treat conditions and another that holds the mix of those services fixed over time. Using retrospective claims data for a sample of commercially insured patients, we find that, on average, expenditures to treat diseases rose 11% from 2003Q1 to 2005Q4 and would have risen even faster, 18%, had the mix of services remained fixed at the 2003Q1 levels. This suggests that fixed-basket price indexes, as are used in the official statistics, could overstate true price growth significantly.",https://doi.org/10.1016/j.jhealeco.2011.04.002,https://pubmed.ncbi.nlm.nih.gov/21621288/,economics
"This paper explores options for reforming Medicare cost sharing in an effort to provide better financial protection for those beneficiaries with the greatest health care needs. Using data from the Health and Retirement Study (HRS) and the Medicare Current Beneficiary Survey (MCBS), we consider how unified annual deductibles, alternative coinsurance rates, and a limit on out-of-pocket spending would alter program spending, beneficiary cost sharing, and premiums for supplemental coverage. We show that adding an out-of-pocket limit and raising deductibles and coinsurance slightly would provide better safeguards to beneficiaries with high costs than the current Medicare benefit structure. Our estimates also suggest that policies protecting these beneficiaries could be structured in a way that would add little to overall program costs.",https://doi.org/10.5034/inquiryjrnl_47.03.215,https://pubmed.ncbi.nlm.nih.gov/21155416/,economics
"Value-based healthcare has entered the lexicon of health service managers and policy makers over the past decade. But translating the idea from a rhetorical device or concept for use in the United States into a policy or action elsewhere is difficult. It has obvious appeal - who can argue against value? In this paper, I discuss the utility of value-based care as a rhetorical device and the complexity of operationalizing it and identifying patient perspectives on value.",https://doi.org/10.12927/hcpap.2019.25930,https://pubmed.ncbi.nlm.nih.gov/31642803/,economics
"This paper presents a method to assess drug treatment appropriateness, based on an original combination of economic analysis, pharmacoepidemiological techniques and evidence-based information. This method generates an index of clinical-economic appropriateness for the treatment under examination, by comparing the theoretically expected health gain (EHG) to the yearly national expenditure (EXPEND) on that drug and the amount of health that is thought to be gained in the 'real' patients (RHG). This paper reviews all the analyses conducted so far using this method, and discusses their main results. The primary aim of this article is to suggest a ranking approach for allocating the drug budgets of national health systems.",https://doi.org/10.1517/14656566.5.11.2381,https://pubmed.ncbi.nlm.nih.gov/15500385/,economics
"Using the economic complexity methodology on data for disease prevalence in 195 countries during the period of 1990-2016, we propose two new metrics for quantifying the disease space of countries. With these metrics, we analyze the geography of diseases and empirically investigate the effect of economic development on the health complexity of countries. We show that a higher income per capita increases the complexity of countries' diseases. We also show that complex diseases tend to be non-ubiquitous diseases that are prevalent in disease-diversified (complex) countries, while non-complex diseases tend to be non-ubiquitous diseases that are prevalent in non-diversified (non-complex) countries. Furthermore, we build a disease-level index that links a disease to the average level of GDP per capita of the countries in which the disease is prevalent. With this index, we highlight the link between economic development and the complexity of diseases and illustrate how increases in income per capita are associated with more complex diseases.",https://doi.org/10.1371/journal.pone.0244843,https://pubmed.ncbi.nlm.nih.gov/33411767/,economics
"Ambulatory surgery centers (ASCs), limited-service alternatives for treating surgery patients not requiring an overnight stay, are a health-care service innovation that has proliferated in the U.S. and other countries in recent years. This paper examines the effects of ASC competition on revenues, costs, and profit margins of hospitals that also provided these services as a subset of their general services in Arizona, California, and Texas during the period 1997-2004. We identified all ASCs operating during the period in the 49 Dartmouth Hospital Referral Regions in the three states. The results of fixed effects models suggested that ASCs are meaningful competitors to general hospitals. We found downward pressure on revenues, costs, and profits in general hospitals associated with ASC presence.",https://doi.org/10.1002/hec.1617,https://pubmed.ncbi.nlm.nih.gov/21433218/,economics
"Economic analyses are increasingly appearing in the children's environmental-health literature. In this review, an illustrative selection of articles that represent cost analyses, cost-effectiveness analyses, and cost-benefit analyses is analyzed for the relative merits of each approach. Cost analyses remain the dominant approach due to lack of available data. Cost-effectiveness and cost-benefit analyses in this area face challenges presented by estimation of costs of environmental interventions, whose costs are likely to decrease with further technological innovation. Benefits are also more difficult to quantify economically and can only be partially alleviated through willingness-to-pay approaches. Nevertheless, economic analyses in children's environmental health are highly informative and important informants to public-health and policy practice. Further attention and training in their appropriate use are needed.",https://doi.org/10.1002/msj.20234,https://pubmed.ncbi.nlm.nih.gov/21259266/,economics
"In this study we explore whether HMO-induced competition has contained expenditures in Minneapolis/St. Paul hospitals. Specifically, we assessed the impact of HMOs on revenue, cost, and net income per admission in Twin Cities hospitals from 1979 to 1981. Some HMOs have obtained negotiated discounts from hospitals. We found that hospitals which gave larger discounts did not have lower costs per admission. This finding suggest that discounts do not force hospitals to operate more efficiently. In addition, hospitals with a large share of patients from HMOs or government Medicare and Medicaid programs did not have lower costs per admission than other hospitals during the years from 1979 to 1981. This finding casts doubt on the claim that discounts are justified by lower costs for HMO or government patients. Finally, neither HMO market share nor discounts had an adverse effect on hospital profits. During the three years studied, hospital profits in the Twin Cities showed an upward trend. This study concludes that if competition is to succeed it must encompass more than HMOs. HMOs may be important, but they are only one agent in the market. Thus, public policy created to induce competition must go beyond the simple stimulus of HMO growth.",https://doi.org/10.1215/03616878-10-4-675,https://pubmed.ncbi.nlm.nih.gov/3517126/,economics
